Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
Aufzeichnung,Dat,Sing,Fem,,NOUN,,Aufzeichnung:7
Aufzeichnung,Acc,Sing,Fem,,NOUN,,Aufzeichnung:7
Aufzeichnung,Dat,Plur,,,NOUN,,Aufzeichnungen:1
Aufzeichnung,Acc,Plur,,,NOUN,,Aufzeichnungen:2
Aufzeichnungsdichte,Dat,Sing,Fem,,NOUN,,Aufzeichnungsdichte:1
Aufzeichnungspflicht,Dat,Sing,Fem,,NOUN,,Aufzeichnungspflicht:1
Aufzeichnungsqualität,Dat,Sing,Fem,,NOUN,,Aufzeichnungsqualität:1
Aufziehen,Dat,Sing,Neut,,NOUN,,Aufziehen:1
Aufzucht,Dat,Sing,Fem,,NOUN,,Aufzucht:2
Aufzug,Acc,Sing,Masc,,NOUN,,Aufzug:1
Aufzug,Dat,Sing,Masc,,NOUN,,Aufzug:1
Aufzugfahrt,Dat,Sing,Fem,,NOUN,,Aufzugfahrt:1
Aufzählung,Dat,Plur,,,NOUN,,Aufzählungen:1
Aufzählung,Dat,Sing,Fem,,NOUN,,Aufzählung:2
Aufzählung,Acc,Sing,Fem,,NOUN,,Aufzählung:1
Augapfel,Dat,Sing,Masc,,NOUN,,Augapfel:1
Augapfel,Acc,Plur,,,NOUN,,Augäpfel:1
Auge,Acc,Plur,,,NOUN,,Augen:17
Auge,Dat,Plur,,,NOUN,,Augen:49
Auge,Acc,Sing,Neut,,NOUN,,Auge:40
Auge,Dat,Sing,Neut,,NOUN,,Auge:83
Auge,Dat,,,,NOUN,,Auge:2 | Augen:2
Auge,Acc,,,,NOUN,,Augen:3 | Auge:2
Augen-Innendruck,Acc,Sing,Masc,,NOUN,,Augen-Innendruck:1
Augenarzt,Acc,Plur,,,NOUN,,Augenärzte:1
Augenblick,Acc,Plur,,,NOUN,,Augenblicke:1
Augenblick,Dat,Sing,Masc,,NOUN,,Augenblick:23
Augenblick,Dat,Plur,,,NOUN,,Augenblicken:1
Augenblick,Acc,,,,NOUN,,Augenblick:1
Augenblinzeln,Acc,Sing,Neut,,NOUN,,Augenblinzeln:1
Augengläser,Acc,,,,NOUN,,Augengläser:1
Augenhöhe,Dat,Sing,Fem,,NOUN,,Augenhöhe:2
Augenkrebs,Dat,Sing,Masc,,NOUN,,Augenkrebs:2
Augenmerk,Acc,Sing,Neut,,NOUN,,Augenmerk:4
Augenrand,Dat,Sing,Masc,,NOUN,,Augenrand:1
Augenschein,Acc,Sing,Masc,,NOUN,,Augenschein:5
Augenscheinprüfung,Dat,Sing,Fem,,NOUN,,Augenscheinprüfung:1
Augentumor,Acc,Sing,Masc,,NOUN,,Augentumor:2
Augenzahl,Acc,Sing,Fem,,NOUN,,Augenzahl:1
Augenzeuge,Dat,Plur,,,NOUN,,Augenzeugen:1
Augenzeugenbericht,Acc,Sing,Masc,,NOUN,,Augenzeugenbericht:1
Augenzeugenbericht,Dat,Plur,,,NOUN,,Augenzeugenberichten:1
Augenzeugenbericht,Acc,Plur,,,NOUN,,Augenzeugenberichte:1
Augenzwinkern,Dat,Sing,Neut,,NOUN,,Augenzwinkern:2
Augsburg,Dat,Sing,Neut,,PROPN,,Augsburg:6
Augsburg,Dat,Sing,,,PROPN,,Augsburg:1
Augure,Acc,Plur,,,NOUN,,Auguren:2
August,Dat,Sing,Masc,,PROPN,,August:28
August,Acc,Sing,Masc,,PROPN,,August:5
August,Dat,Sing,Fem,,PROPN,,August:1
August,Dat,Sing,Masc,,NOUN,,August:414
August,Acc,Sing,Masc,,NOUN,,August:33
August-Woche,Dat,Sing,Fem,,NOUN,,August-Woche:1
August/September,Dat,Sing,Masc,,NOUN,,August/September:1
Augusta,Dat,Sing,Masc,,PROPN,,Augusta:1
Augusta,Dat,Sing,Fem,,PROPN,,Augusta:1
Augustausgabe,Dat,Sing,Fem,,NOUN,,Augustausgabe:1
Auguste,Dat,Sing,Masc,,PROPN,,Auguste:2
Augusthälfte,Dat,Sing,Fem,,NOUN,,Augusthälfte:2
Augustin,Dat,Sing,Masc,,PROPN,,Augustin:1
Augusttag,Dat,Plur,,,NOUN,,Augusttagen:1
Augustus,Dat,Sing,Masc,,PROPN,,Augustus:1
Augustwoche,Dat,Plur,,,NOUN,,Augustwochen:1
Auktion,Dat,Sing,Fem,,NOUN,,Auktion:96
Auktion,Dat,Plur,,,NOUN,,Auktionen:32
Auktion,Acc,Sing,Fem,,NOUN,,Auktion:30
Auktion,Acc,Plur,,,NOUN,,Auktionen:11
Auktionator,Dat,Sing,Masc,,NOUN,,Auktionator:4
Auktionator,Acc,Sing,Masc,,NOUN,,Auktionator:2
Auktionator,Acc,Plur,,,NOUN,,Auktionatoren:1
Auktions-Betrüger,Acc,Sing,Masc,,NOUN,,Auktions-Betrüger:1
Auktions-Gebühren,Acc,Sing,Neut,,NOUN,,Auktions-Gebühren:1
Auktions-Geschädigter,Dat,Plur,,,NOUN,,Auktions-Geschädigten:1
Auktions-Plattform,Acc,Sing,Fem,,NOUN,,Auktions-Plattform:2
Auktions-Plattform,Dat,Sing,Fem,,NOUN,,Auktions-Plattform:1
Auktions-Runde,Dat,Sing,Fem,,NOUN,,Auktions-Runde:1
Auktions-Website,Dat,Sing,Fem,,NOUN,,Auktions-Website:1
Auktionsabschnitt,Dat,Sing,Masc,,NOUN,,Auktionsabschnitt:2
Auktionsanbieter,Dat,Sing,Masc,,NOUN,,Auktionsanbieter:1
Auktionsangebot,Dat,Sing,Neut,,NOUN,,Auktionsangebot:5
Auktionsangebot,Acc,Plur,,,NOUN,,Auktionsangebote:2
Auktionsbeginn,Dat,Sing,Masc,,NOUN,,Auktionsbeginn:2
Auktionsbereich,Dat,Sing,Masc,,NOUN,,Auktionsbereich:1
Auktionsbestimmung,Dat,Plur,,,NOUN,,Auktionsbestimmungen:1
Auktionsbetreiber,Acc,Plur,,,NOUN,,Auktionsbetreiber:1
Auktionsbetreiber,Dat,Plur,,,NOUN,,Auktionsbetreibern:1
Auktionsbüro,Dat,Sing,Neut,,NOUN,,Auktionsbüro:1
Auktionsdienst,Acc,Sing,Masc,,NOUN,,Auktionsdienst:1
Auktionsdienstleister,Dat,Plur,,,NOUN,,Auktionsdienstleistern:1
Auktionsende,Dat,Sing,Neut,,NOUN,,Auktionsende:1
Auktionserfolg,Acc,Sing,Masc,,NOUN,,Auktionserfolg:1
Auktionserlös,Dat,Plur,,,NOUN,,Auktionserlösen:3
Auktionserlös,Acc,Plur,,,NOUN,,Auktionserlöse:1
Auktionserlösen,Dat,Sing,Neut,,NOUN,,Auktionserlösen:2
Auktionsfirma,Acc,Sing,Fem,,NOUN,,Auktionsfirma:1
Auktionsform,Acc,Sing,Fem,,NOUN,,Auktionsform:2
Auktionsgeschäft,Dat,Sing,Neut,,NOUN,,Auktionsgeschäft:2
Auktionsgeschäft,Acc,Sing,Neut,,NOUN,,Auktionsgeschäft:1
Auktionshammer,Dat,Sing,Masc,,NOUN,,Auktionshammer:1
Auktionshaus,Dat,Sing,Neut,,NOUN,,Auktionshaus:13
Auktionshaus,Dat,Plur,,,NOUN,,Auktionshäusern:4
Auktionshaus,Acc,Sing,Neut,,NOUN,,Auktionshaus:5
Auktionshaus,Acc,Plur,,,NOUN,,Auktionshäuser:1
Auktionskanal,Acc,Sing,Masc,,NOUN,,Auktionskanal:1
Auktionslaune,Dat,Sing,Fem,,NOUN,,Auktionslaune:1
Auktionsmarkt,Dat,Sing,Masc,,NOUN,,Auktionsmarkt:1
Auktionsnetz,Dat,Sing,Neut,,NOUN,,Auktionsnetz:1
Auktionsnetzwerk,Dat,Sing,Neut,,NOUN,,Auktionsnetzwerk:1
Auktionsplattform,Dat,Plur,,,NOUN,,Auktionsplattformen:1
Auktionsplattform,Dat,Sing,Fem,,NOUN,,Auktionsplattform:3
Auktionsplattform,Acc,Sing,Fem,,NOUN,,Auktionsplattform:2
Auktionsplatz,Acc,Sing,Masc,,NOUN,,Auktionsplatz:1
Auktionsprozedere,Dat,Sing,Neut,,NOUN,,Auktionsprozedere:1
Auktionsregel,Acc,Plur,,,NOUN,,Auktionsregeln:1
Auktionsregel,Dat,Plur,,,NOUN,,Auktionsregeln:1
Auktionsrunde,Dat,Sing,Fem,,NOUN,,Auktionsrunde:10
Auktionsrunde,Dat,Plur,,,NOUN,,Auktionsrunden:1
Auktionsrunde,Acc,Sing,Fem,,NOUN,,Auktionsrunde:1
Auktionssammler,Acc,Sing,Masc,,NOUN,,Auktionssammler:1
Auktionsseite,Dat,Plur,,,NOUN,,Auktionsseiten:9
Auktionsseite,Acc,Plur,,,NOUN,,Auktionsseiten:6
Auktionsseite,Dat,Sing,Fem,,NOUN,,Auktionsseite:1
Auktionsseite,Acc,Sing,Fem,,NOUN,,Auktionsseite:2
Auktionsserver,Acc,Sing,Masc,,NOUN,,Auktionsserver:1
Auktionssite,Dat,Plur,,,NOUN,,Auktionssites:1
Auktionssuchmaschine,Dat,Plur,,,NOUN,,Auktionssuchmaschinen:1
Auktionsteil,Dat,Sing,,,NOUN,,Auktionsteil:1
Auktionsteilnehmer,Dat,Plur,,,NOUN,,Auktionsteilnehmern:3
Auktionstermin,Acc,Sing,Masc,,NOUN,,Auktionstermin:1
Auktionsunternehmen,Dat,Sing,Neut,,NOUN,,Auktionsunternehmen:1
Auktionsverfahren,Dat,Sing,Neut,,NOUN,,Auktionsverfahren:2
Auktionsverfahren,Acc,Plur,,,NOUN,,Auktionsverfahren:1
Auktionsverfahren,Dat,Plur,,,NOUN,,Auktionsverfahren:1
Auktionsverfahren,Acc,Sing,Neut,,NOUN,,Auktionsverfahren:2
Auktionsverlauf,Dat,Sing,Masc,,NOUN,,Auktionsverlauf:3
Auktionsverlängerung,Dat,Sing,Fem,,NOUN,,Auktionsverlängerung:1
Auktionsware,Dat,Sing,Fem,,NOUN,,Auktionsware:1
Auktionswebsite,Dat,Plur,,,NOUN,,Auktionswebsites:1
Auktionswoche,Acc,Sing,Fem,,NOUN,,Auktionswoche:1
Auktionswächter,Acc,Plur,,,NOUN,,Auktionswächter:1
Auktionsziel,Acc,Sing,Neut,,NOUN,,Auktionsziel:1
Auktionärsversammlung,Dat,Sing,Fem,,NOUN,,Auktionärsversammlung:1
Aula,Dat,Sing,Fem,,NOUN,,Aula:2
Aum-Sekte,Dat,Sing,Fem,,NOUN,,Aum-Sekte:2
Aura,Acc,Sing,Fem,,NOUN,,Aura:1
Aurelian,Dat,Sing,Masc,,PROPN,,Aurelian:2
Aurignacien,Dat,Sing,Neut,,PROPN,,Aurignacien:1
Auris,Dat,Sing,Masc,,PROPN,,Auris:1
Aurum,Acc,Sing,,,PROPN,,Aurum:1
Aus,Dat,Sing,Neut,,NOUN,,Aus:34
Aus,Acc,Sing,Neut,,NOUN,,Aus:28
Ausarbeiten,Acc,Sing,Neut,,NOUN,,Ausarbeiten:1
Ausarbeitung,Dat,Sing,Fem,,NOUN,,Ausarbeitung:5
Ausarbeitung,Dat,Plur,,,NOUN,,Ausarbeitungen:1
Ausarbeitung,Acc,Sing,Fem,,NOUN,,Ausarbeitung:4
Ausarbeitung,Acc,Plur,,,NOUN,,Ausarbeitungen:1
Ausbau,Dat,Sing,Masc,,NOUN,,Ausbau:58
Ausbau,Acc,Sing,Masc,,NOUN,,Ausbau:111
Ausbau-Strategie,Acc,Sing,Fem,,NOUN,,Ausbau-Strategie:1
Ausbauengpaß,Dat,Plur,,,NOUN,,Ausbauengpässen:1
Ausbaufähigkeit,Dat,Sing,Fem,,NOUN,,Ausbaufähigkeit:1
Ausbaumöglichkeit,Acc,Plur,,,NOUN,,Ausbaumöglichkeiten:1
Ausbauplanung,Dat,Sing,Fem,,NOUN,,Ausbauplanung:1
Ausbauprogramm,Dat,Sing,Neut,,NOUN,,Ausbauprogramm:1
Ausbausstufe,Dat,Sing,Fem,,NOUN,,Ausbausstufe:1
Ausbaustand,Dat,Sing,Masc,,NOUN,,Ausbaustand:1
Ausbaustatus,Acc,Sing,Masc,,NOUN,,Ausbaustatus:1
Ausbaustufe,Dat,Sing,Fem,,NOUN,,Ausbaustufe:11
Ausbaustufe,Dat,Plur,,,NOUN,,Ausbaustufen:1
Ausbaustufe,Acc,Sing,Fem,,NOUN,,Ausbaustufe:2
Ausbauvarianten,Acc,Plur,,,NOUN,,Ausbauvarianten:1
Ausbeute,Acc,Sing,Fem,,NOUN,,Ausbeute:11
Ausbeute,Dat,Plur,,,NOUN,,Ausbeuten:1
Ausbeute,Dat,Sing,Fem,,NOUN,,Ausbeute:2
Ausbeutung,Dat,Sing,Fem,,NOUN,,Ausbeutung:6
Ausbeutung,Acc,Sing,Fem,,NOUN,,Ausbeutung:4
Ausbilden,Dat,Sing,Neut,,NOUN,,Ausbilden:1
Ausbilder,Acc,Plur,,,NOUN,,Ausbilder:2
Ausbilder,Dat,Plur,,,NOUN,,Ausbildern:1
Ausbildung,Acc,Sing,Fem,,NOUN,,Ausbildung:56
Ausbildung,Dat,Sing,Fem,,NOUN,,Ausbildung:46
Ausbildung,Dat,Plur,,,NOUN,,Ausbildungen:1
Ausbildung,Acc,Plur,,,NOUN,,Ausbildungen:1
Ausbildung,Acc,,,,NOUN,,Ausbildung:1
Ausbildungs-Fond,Dat,Sing,Masc,,NOUN,,Ausbildungs-Fond:1
Ausbildungsanfänger,Dat,Plur,,,NOUN,,Ausbildungsanfängern:2
Ausbildungsangebot,Dat,Plur,,,NOUN,,Ausbildungsangeboten:1
Ausbildungsangebot,Dat,Sing,Neut,,NOUN,,Ausbildungsangebot:1
Ausbildungsbereich,Acc,Sing,Masc,,NOUN,,Ausbildungsbereich:1
Ausbildungsberuf,Dat,Plur,,,NOUN,,Ausbildungsberufen:1
Ausbildungsbetrieb,Dat,Sing,Masc,,NOUN,,Ausbildungsbetrieb:1
Ausbildungseinheit,Acc,Plur,,,NOUN,,Ausbildungseinheiten:1
Ausbildungseinrichtung,Dat,Plur,,,NOUN,,Ausbildungseinrichtungen:1
Ausbildungseinrichtung,Acc,Plur,,,NOUN,,Ausbildungseinrichtungen:1
Ausbildungsgang,Dat,Plur,,,NOUN,,Ausbildungsgängen:1
Ausbildungsinhalt,Dat,Plur,,,NOUN,,Ausbildungsinhalten:1
Ausbildungsinitiative,Acc,Plur,,,NOUN,,Ausbildungsinitiativen:1
Ausbildungsinstitution,Acc,Plur,,,NOUN,,Ausbildungsinstitutionen:1
Ausbildungsjahr,Dat,Sing,Neut,,NOUN,,Ausbildungsjahr:1
Ausbildungskosten,Acc,Plur,,,NOUN,,Ausbildungskosten:1
Ausbildungsordnung,Acc,Plur,,,NOUN,,Ausbildungsordnungen:1
Ausbildungsplatz,Acc,Sing,Masc,,NOUN,,Ausbildungsplatz:2
Ausbildungsplatz,Dat,Plur,,,NOUN,,Ausbildungsplätzen:3
Ausbildungsplatz,Dat,Sing,Masc,,NOUN,,Ausbildungsplatz:1
Ausbildungsprofil,Dat,Sing,Neut,,NOUN,,Ausbildungsprofil:1
Ausbildungsprogramm,Dat,Sing,Neut,,NOUN,,Ausbildungsprogramm:1
Ausbildungsprogramm,Acc,Plur,,,NOUN,,Ausbildungsprogramme:1
Ausbildungsqualität,Acc,Sing,Fem,,NOUN,,Ausbildungsqualität:1
Ausbildungsschulen,Dat,Plur,,,NOUN,,Ausbildungsschulen:1
Ausbildungsstand,Dat,Sing,Masc,,NOUN,,Ausbildungsstand:1
Ausbildungsstandard,Acc,Plur,,,NOUN,,Ausbildungsstandards:1
Ausbildungsstelle,Acc,Plur,,,NOUN,,Ausbildungsstellen:1
Ausbildungsstipendium,Dat,Plur,,,NOUN,,Ausbildungsstipendien:1
Ausbildungssystem,Dat,Sing,Neut,,NOUN,,Ausbildungssystem:1
Ausbildungssystem,Acc,Sing,Neut,,NOUN,,Ausbildungssystem:2
Ausbildungsvertrag,Acc,Sing,Masc,,NOUN,,Ausbildungsvertrag:1
Ausbildungszeit,Acc,Plur,,,NOUN,,Ausbildungszeiten:1
Ausbildungszeit,Dat,Sing,Fem,,NOUN,,Ausbildungszeit:1
Ausbildungszentrum,Acc,Sing,Neut,,NOUN,,Ausbildungszentrum:1
Ausbleiben,Dat,Sing,Neut,,NOUN,,Ausbleiben:1
Ausbleiben,Acc,Sing,Neut,,NOUN,,Ausbleiben:1
Ausblick,Acc,Sing,Masc,,NOUN,,Ausblick:13
Ausblick,Dat,Sing,Masc,,NOUN,,Ausblick:8
Ausbreiten,Acc,Sing,Neut,,NOUN,,Ausbreiten:1
Ausbreitung,Acc,Sing,Fem,,NOUN,,Ausbreitung:11
Ausbreitung,Dat,Sing,Fem,,NOUN,,Ausbreitung:6
Ausbreitungsgeschwindigkeit,Acc,Sing,Fem,,NOUN,,Ausbreitungsgeschwindigkeit:1
Ausbreitungswelle,Dat,Sing,Fem,,NOUN,,Ausbreitungswelle:1
Ausbruch,Dat,Sing,Masc,,NOUN,,Ausbruch:6
Ausbruch,Acc,Sing,Masc,,NOUN,,Ausbruch:1
Ausbruchsversuch,Acc,Sing,Masc,,NOUN,,Ausbruchsversuch:1
Auschlag,Acc,Sing,Masc,,NOUN,,Auschlag:1
Auschlusskriterium,Acc,Plur,,,NOUN,,Auschlusskriterien:1
Auschnitt,Acc,Sing,Masc,,NOUN,,Auschnitt:1
Auschwitz,Dat,Sing,Neut,,PROPN,,Auschwitz:1
Auschwitz,Acc,Sing,Neut,,PROPN,,Auschwitz:1
Ausdauer,Acc,Sing,Fem,,NOUN,,Ausdauer:1
Ausdauer,Dat,Sing,Fem,,NOUN,,Ausdauer:1
Ausdauer-Größenordnung,Acc,Plur,,,NOUN,,Ausdauer-Größenordnungen:1
Ausdehnung,Dat,Sing,Fem,,NOUN,,Ausdehnung:10
Ausdehnung,Acc,Sing,Fem,,NOUN,,Ausdehnung:17
Ausdruck,Acc,Sing,Masc,,NOUN,,Ausdruck:9
Ausdruck,Dat,Plur,,,NOUN,,Ausdrücken:2
Ausdruck,Dat,Sing,Masc,,NOUN,,Ausdruck:39
Ausdruck,Acc,Plur,,,NOUN,,Ausdrücke:2
Ausdruck,Dat,,,,NOUN,,Ausdruck:3
Ausdrucken,Dat,Sing,Neut,,NOUN,,Ausdrucken:1
Ausdrucksweise,Dat,Sing,Fem,,NOUN,,Ausdrucksweise:1
Ausdrück,Dat,,,,NOUN,,Ausdrücken:2
Auseinanderbrechen,Acc,Sing,Neut,,NOUN,,Auseinanderbrechen:1
Auseinanderbrechen,Dat,Sing,Neut,,NOUN,,Auseinanderbrechen:1
Auseinandersetzung,Dat,Plur,,,NOUN,,Auseinandersetzungen:43
Auseinandersetzung,Dat,Sing,Fem,,NOUN,,Auseinandersetzung:45
Auseinandersetzung,Acc,Plur,,,NOUN,,Auseinandersetzungen:20
Auseinandersetzung,Acc,Sing,Fem,,NOUN,,Auseinandersetzung:39
Auserkorene,Acc,Sing,Fem,,NOUN,,Auserkorene:1
Ausfall,Acc,Sing,Masc,,NOUN,,Ausfall:26
Ausfall,Acc,Plur,,,NOUN,,Ausfälle:8
Ausfall,Dat,Sing,Masc,,NOUN,,Ausfall:36
Ausfall,Dat,Plur,,,NOUN,,Ausfällen:22
Ausfallsicherheit,Acc,Sing,Fem,,NOUN,,Ausfallsicherheit:2
Ausfallsicherheit,Dat,Sing,Fem,,NOUN,,Ausfallsicherheit:2
Ausfallssicherheit,Acc,Sing,Fem,,NOUN,,Ausfallssicherheit:1
Ausfallstraße,Dat,Plur,,,NOUN,,Ausfallstraßen:1
Ausfallzeit,Dat,Plur,,,NOUN,,Ausfallzeiten:1
Ausfallzeit,Acc,Sing,Fem,,NOUN,,Ausfallzeit:3
Ausfallzeitraum,Acc,Sing,Masc,,NOUN,,Ausfallzeitraum:1
Ausfertigung,Dat,Sing,Fem,,NOUN,,Ausfertigung:1
Ausfiltern,Dat,Sing,Neut,,NOUN,,Ausfiltern:1
Ausflug,Acc,Plur,,,NOUN,,Ausflüge:6
Ausflug,Dat,Plur,,,NOUN,,Ausflügen:1
Ausflugsmöglichkeit,Acc,Plur,,,NOUN,,Ausflugsmöglichkeiten:1
Ausfluß,Acc,Plur,,,NOUN,,Ausfluss:1
Ausfluß,Dat,Sing,Fem,,NOUN,,Ausfluss:1
Ausformulierung,Dat,Sing,Fem,,NOUN,,Ausformulierung:2
Ausfuhr,Acc,Sing,Fem,,NOUN,,Ausfuhr:1
Ausfuhrbeschränkung,Dat,Plur,,,NOUN,,Ausfuhrbeschränkungen:1
Ausfuhrgenehmigung,Acc,Sing,Fem,,NOUN,,Ausfuhrgenehmigung:1
Ausführen,Dat,Sing,Neut,,NOUN,,Ausführen:4
Ausführen,Acc,Sing,Neut,,NOUN,,Ausführen:6
Ausführung,Acc,Plur,,,NOUN,,Ausführungen:6
Ausführung,Dat,Plur,,,NOUN,,Ausführungen:13
Ausführung,Dat,Sing,Fem,,NOUN,,Ausführung:38
Ausführung,Acc,Sing,Fem,,NOUN,,Ausführung:19
Ausführung,Acc,,,,NOUN,,Ausführung:1
Ausführungsbestimmung,Dat,Plur,,,NOUN,,Ausführungsbestimmungen:1
Ausführungseinheit,Dat,Plur,,,NOUN,,Ausführungseinheiten:1
Ausführungseinheit,Acc,Plur,,,NOUN,,Ausführungseinheiten:1
Ausführungsgeschwindigkeit,Dat,Sing,Fem,,NOUN,,Ausführungsgeschwindigkeit:1
Ausführungsgeschwindigkeit,Acc,Sing,Fem,,NOUN,,Ausführungsgeschwindigkeit:1
Ausführungsgesetz,Dat,Plur,,,NOUN,,Ausführungsgesetzen:1
Ausführungspreis,Dat,Sing,Masc,,NOUN,,Ausführungspreis:1
Ausführungsverordnung,Dat,Sing,Fem,,NOUN,,Ausführungsverordnung:1
Ausführungsvorschrift,Dat,Plur,,,NOUN,,Ausführungsvorschriften:1
Ausfüllen,Acc,Sing,Neut,,NOUN,,Ausfüllen:3
Ausfüllen,Dat,Sing,Neut,,NOUN,,Ausfüllen:3
Ausfüllenden,Acc,Sing,Masc,,NOUN,,Ausfüllenden:1
Ausfüllung,Dat,Sing,Fem,,NOUN,,Ausfüllung:1
Ausgabe,Dat,Sing,Fem,,PROPN,,Ausgabe:1
Ausgabe,Acc,Plur,,,NOUN,,Ausgaben:36
Ausgabe,Acc,Sing,Fem,,NOUN,,Ausgabe:54
Ausgabe,Dat,Sing,Fem,,NOUN,,Ausgabe:317
Ausgabe,Dat,Plur,,,NOUN,,Ausgaben:23
Ausgabe-Dateiformat,Dat,Sing,Neut,,NOUN,,Ausgabe-Dateiformate:1
Ausgabe-Gerät,Acc,Plur,,,NOUN,,Ausgabe-Geräte:1
Ausgabe-Preis,Dat,Sing,Masc,,NOUN,,Ausgabe-Preis:1
Ausgabeaufschlag,Acc,Plur,,,NOUN,,Ausgabeaufschläge:1
Ausgabeformat,Dat,Plur,,,NOUN,,Ausgabeformaten:1
Ausgabeformat,Acc,Plur,,,NOUN,,Ausgabeformate:1
Ausgabegerät,Acc,Plur,,,NOUN,,Ausgabegeräte:2
Ausgabegerät,Dat,Sing,Neut,,NOUN,,Ausgabegerät:1
Ausgabekurs,Dat,Sing,Masc,,NOUN,,Ausgabekurs:11
Ausgabekurs,Acc,Sing,Masc,,NOUN,,Ausgabekurs:4
Ausgabekursus,Dat,Plur,,,NOUN,,Ausgabekursen:1
Ausgabemedium,Acc,Plur,,,NOUN,,Ausgabemedien:1
Ausgabengesetzentwurf,Dat,Sing,Masc,,NOUN,,Ausgabengesetzentwurf:1
Ausgabenkontrolle,Dat,Sing,Fem,,NOUN,,Ausgabenkontrolle:1
Ausgabenkürzung,Dat,Plur,,,NOUN,,Ausgabenkürzungen:1
Ausgabenverzögerung,Acc,Plur,,,NOUN,,Ausgabenverzögerungen:1
Ausgabepreis,Acc,Sing,Masc,,NOUN,,Ausgabepreis:13
Ausgabepreis,Dat,Sing,Masc,,NOUN,,Ausgabepreis:19
Ausgabestelle,Acc,Sing,Fem,,NOUN,,Ausgabestelle:1
Ausgang,Acc,Sing,Masc,,PROPN,,Ausgang:1
Ausgang,Acc,Sing,Masc,,NOUN,,Ausgang:17
Ausgang,Dat,Sing,Masc,,NOUN,,Ausgang:15
Ausgang,Acc,Plur,,,NOUN,,Ausgänge:3
Ausgang,Dat,Plur,,,NOUN,,Ausgängen:9
Ausgangsbasis,Acc,Sing,Fem,,NOUN,,Ausgangsbasis:2
Ausgangskorb,Dat,Sing,Masc,,NOUN,,Ausgangskorb:1
Ausgangslage,Acc,Sing,Fem,,NOUN,,Ausgangslage:1
Ausgangsposition,Dat,Sing,Fem,,NOUN,,Ausgangsposition:5
Ausgangsposition,Acc,Sing,Fem,,NOUN,,Ausgangsposition:3
Ausgangspunkt,Acc,Sing,Masc,,NOUN,,Ausgangspunkt:5
Ausgangspunkt,Dat,Sing,Masc,,NOUN,,Ausgangspunkt:3
Ausgangssignal,Dat,Plur,,,NOUN,,Ausgangssignalen:1
Ausgangssituation,Dat,Sing,Fem,,NOUN,,Ausgangssituation:1
Ausgangssituation,Acc,Sing,Fem,,NOUN,,Ausgangssituation:1
Ausgangsspannung,Acc,Sing,Fem,,NOUN,,Ausgangsspannung:1
Ausgangsvoraussetzung,Dat,Plur,,,NOUN,,Ausgangsvoraussetzungen:1
Ausgangswert,Acc,Sing,Masc,,NOUN,,Ausgangswert:1
Ausgeburte,Acc,,,,NOUN,,Ausgeburten:1
Ausgeglichenheit,Acc,Sing,Fem,,NOUN,,Ausgeglichenheit:1
Ausgeglichenheit,Dat,Sing,Fem,,NOUN,,Ausgeglichenheit:1
Ausgegrenzte,Acc,Plur,,,NOUN,,Ausgegrenzten:1
Ausgelassenheit,Acc,,,,NOUN,,Ausgelassenheit:1
Ausgeliefertsein,Acc,Sing,Neut,,NOUN,,Ausgeliefertsein:1
Ausgestaltung,Acc,Sing,Fem,,NOUN,,Ausgestaltung:4
Ausgestaltung,Dat,Sing,Fem,,NOUN,,Ausgestaltung:2
Ausgewogenheit,Acc,Sing,Fem,,NOUN,,Ausgewogenheit:1
Ausgleich,Acc,Sing,Masc,,NOUN,,Ausgleich:20
Ausgleich,Dat,Sing,Masc,,NOUN,,Ausgleich:15
Ausgleichspflicht,Acc,Sing,Fem,,NOUN,,Ausgleichspflicht:1
Ausgleichstreffer,Acc,Sing,Masc,,NOUN,,Ausgleichstreffer:1
Ausgleichszahlung,Acc,Plur,,,NOUN,,Ausgleichszahlungen:1
Ausgleichszahlung,Dat,Plur,,,NOUN,,Ausgleichszahlungen:1
Ausgliederung,Acc,Sing,Fem,,NOUN,,Ausgliederung:6
Ausgliederung,Dat,Sing,Fem,,NOUN,,Ausgliederung:5
Ausgliederung,Acc,Plur,,,NOUN,,Ausgliederungen:1
Ausgraben,Dat,Sing,Neut,,NOUN,,Ausgraben:1
Ausgrabung,Acc,Plur,,,NOUN,,Ausgrabungen:1
Ausgrabung,Dat,Plur,,,NOUN,,Ausgrabungen:1
Ausgrabungsstätte,Dat,Sing,Fem,,NOUN,,Ausgrabungsstätte:1
Ausgrenzung,Dat,Plur,,,NOUN,,Ausgrenzungen:1
Ausgrenzung,Dat,Sing,Fem,,NOUN,,Ausgrenzung:1
Ausgrenzung,Acc,Sing,Fem,,NOUN,,Ausgrenzung:1
Ausgründung,Acc,Plur,,,NOUN,,Ausgründungen:1
Ausgründung,Acc,Sing,Fem,,NOUN,,Ausgründung:2
Ausgründung,Dat,Sing,Fem,,NOUN,,Ausgründung:1
Aushang,Acc,Plur,,,NOUN,,Aushänge:1
Aushang,Dat,Sing,Masc,,NOUN,,Aushang:1
Ausharren,Acc,Sing,Neut,,NOUN,,Ausharren:1
Aushebung,Dat,Sing,Fem,,NOUN,,Aushebung:1
Aushändigung,Dat,Sing,Fem,,NOUN,,Aushändigung:1
Aushändigung,Acc,Sing,Fem,,NOUN,,Aushändigung:2
